 75. 72. 64. 66. 72. 78. 73. 71. 62. 72. 64. 68. 69. 66. 64. 62. 65. 62.
 67. 58. 68. 72. 68. 74. 78. 71. 69. 68. 65. 70. 78. 71. 72. 71. 73. 70.
 69. 67. 72. 68. 71. 73. 59. 63. 73. 70. 62. 64. 62. 71. 73. 63.][70. 65. 62. 67. 60. 62. 58. 59. 69. 67. 64. 66. 66. 66. 71. 74. 73. 77.
 71. 72. 75. 76. 71. 72. 78. 68. 72. 73. 65. 59. 61. 64. 63. 64. 55. 67.
 70. 68. 69. 72. 70. 71. 71. 70. 76. 66. 70. 76. 68. 79. 76. 73. 78. 77.
 73. 71. 76. 69. 69. 67. 63. 61. 69. 73. 56. 61. 70. 68. 69. 72.][60. 68. 63. 63. 62. 63. 69. 60. 64. 65. 71. 70. 74. 75. 81. 64. 71. 75.
 80. 67. 72. 73. 70. 74. 73. 78. 71. 64. 61. 65. 69. 64. 63. 70. 71. 68.
 66. 64. 75. 74. 71. 76. 67. 75. 73. 70. 68. 70. 72. 79. 76. 80. 83. 73.
 68. 74. 73. 71. 71. 68. 64. 63. 65. 65. 63. 67. 69. 72. 74. 65.][74. 62. 76. 65. 63. 68. 63. 67. 70. 65. 72. 66. 70. 65. 66. 68. 64. 76.
 72. 71. 70. 73. 76. 72. 72. 70. 64. 59. 65. 77. 75. 68. 56. 65. 63. 63.
 62. 73. 73. 81. 66. 79. 80. 73. 68. 62. 69. 71. 73. 71. 79. 75. 71. 65.
 73. 70. 71. 69. 65. 66. 64. 61. 71. 68. 59. 65. 67. 70. 65. 70.][62. 70. 64. 70. 65. 72. 64. 62. 60. 69. 71. 68. 72. 62. 79. 72. 74. 76.
 74. 77. 74. 78. 73. 68. 74. 73. 69. 68. 63. 64. 65. 60. 57. 66. 65. 67.
 67. 68. 74. 70. 72. 76. 76. 77. 76. 69. 78. 82. 84. 77. 85. 81. 72. 74.
 75. 78. 77. 70. 67. 74. 73. 65. 64. 71. 71. 66. 64. 69. 64. 65.][75. 65. 68. 66. 67. 63. 69. 61. 64. 65. 71. 69. 70. 76. 76. 72. 73. 74.
 85. 78. 83. 88. 82. 88. 79. 73. 76. 71. 64. 73. 65. 65. 59. 69. 71. 72.
 69. 75. 72. 73. 68. 78. 79. 79. 84. 78. 73. 79. 84. 77. 83. 74. 66. 71.
 78. 78. 73. 78. 75. 66. 64. 71. 71. 76. 68. 73. 66. 61. 73. 73.][66. 61. 66. 61. 68. 68. 67. 73. 68. 65. 69. 65. 62. 68. 72. 72. 62. 69.
 68. 74. 72. 70. 79. 70. 73. 75. 73. 70. 68. 65. 68. 68. 66. 66. 68. 68.
 77. 66. 63. 76. 77. 78. 85. 80. 77. 73. 76. 86. 78. 78. 82. 84. 74. 73.
 70. 70. 75. 73. 76. 60. 62. 71. 73. 67. 69. 68. 68. 64. 69. 74.][65. 66. 62. 68. 66. 69. 70. 61. 72. 70. 67. 67. 67. 65. 73. 78. 72. 67.
 77. 78. 69. 76. 68. 76. 75. 72. 64. 76. 67. 72. 65. 73. 69. 76. 76. 65.
 66. 70. 80. 80. 76. 72. 77. 85. 81. 77. 70. 76. 82. 72. 76. 81. 70. 71.
 71. 77. 75. 69. 69. 64. 67. 62. 60. 74. 67. 67. 72. 62. 59. 64.][67. 67. 71. 65. 66. 75. 62. 64. 70. 68. 67. 68. 64. 77. 69. 68. 68. 71.
 71. 72. 70. 73. 80. 78. 75. 78. 72. 74. 71. 66. 71. 77. 70. 65. 64. 70.
 72. 75. 67. 77. 66. 77. 78. 69. 75. 84. 69. 74. 82. 75. 73. 81. 79. 70.
 67. 72. 70. 74. 70. 61. 63. 65. 70. 73. 69. 66. 58. 66. 67. 61.][67. 66. 69. 69. 69. 64. 67. 69. 62. 76. 76. 65. 69. 58. 68. 67. 69. 71.
 68. 70. 67. 75. 82. 80. 78. 73. 77. 78. 66. 71. 71. 74. 67. 64. 71. 70.
 69. 65. 77. 66. 71. 73. 74. 74. 72. 73. 72. 79. 78. 81. 69. 77. 68. 74.
 66. 73. 73. 74. 68. 66. 70. 68. 67. 60. 73. 66. 65. 59. 65. 65.][65. 73. 62. 73. 67. 67. 72. 64. 68. 71. 65. 68. 61. 60. 73. 65. 64. 65.
 68. 77. 74. 72. 68. 70. 69. 69. 75. 74. 73. 66. 65. 65. 62. 64. 74. 69.
 70. 70. 59. 71. 70. 73. 80. 78. 73. 80. 75. 65. 75. 74. 68. 68. 72. 72.
 72. 69. 66. 68. 62. 67. 67. 68. 60. 58. 59. 57. 65. 58. 63. 69.][67. 67. 76. 73. 75. 70. 73. 70. 68. 72. 68. 73. 66. 66. 71. 70. 70. 69.
 68. 64. 75. 76. 68. 69. 74. 73. 68. 76. 76. 66. 75. 71. 63. 74. 69. 63.
 69. 70. 69. 64. 64. 71. 70. 73. 68. 75. 68. 70. 67. 67. 62. 74. 77. 65.
 60. 60. 68. 70. 64. 64. 62. 64. 66. 67. 64. 66. 59. 55. 70. 65.][73. 72. 78. 76. 76. 75. 75. 69. 77. 80. 75. 71. 73. 70. 76. 67. 69. 78.
 65. 68. 70. 71. 71. 68. 74. 67. 64. 75. 79. 68. 73. 70. 61. 69. 77. 66.
 63. 68. 69. 68. 73. 65. 67. 72. 72. 71. 60. 63. 71. 70. 59. 64. 67. 65.
 61. 66. 70. 61. 58. 68. 70. 72. 60. 66. 66. 66. 69. 67. 63. 70.][75. 70. 71. 68. 70. 71. 72. 64. 74. 81. 73. 75. 68. 65. 67. 69. 68. 61.
 73. 62. 59. 72. 64. 60. 64. 66. 68. 64. 69. 64. 70. 64. 66. 65. 69. 66.
 73. 71. 71. 67. 64. 66. 74. 66. 65. 68. 69. 64. 69. 71. 65. 65. 73. 67.
 53. 65. 69. 67. 58. 68. 72. 65. 65. 68. 75. 63. 66. 65. 76. 68.][75. 61. 71. 71. 78. 72. 70. 70. 70. 74. 74. 65. 69. 68. 64. 67. 77. 72.
 70. 68. 72. 65. 68. 71. 65. 66. 62. 65. 70. 72. 66. 66. 66. 64. 67. 67.
 66. 71. 66. 60. 65. 57. 69. 71. 73. 73. 73. 69. 66. 71. 68. 63. 70. 70.
 70. 61. 69. 57. 63. 74. 74. 75. 72. 72. 65. 68. 61. 68. 66. 67.][73. 69. 71. 69. 76. 64. 69. 72. 71. 74. 65. 61. 64. 65. 70. 61. 64. 66.
 72. 66. 65. 72. 71. 69. 70. 65. 70. 78. 69. 67. 65. 65. 74. 78. 69. 63.
 60. 69. 60. 59. 69. 70. 72. 69. 62. 67. 72. 69. 64. 59. 62. 63. 65. 61.
 67. 62. 61. 64. 71. 69. 69. 68. 70. 64. 68. 63. 66. 69. 73. 71.][71. 73. 75. 74. 72. 69. 71. 70. 64. 67. 66. 68. 66. 60. 53. 68. 64. 59.
 63. 66. 62. 70. 63. 68. 63. 72. 66. 61. 62. 70. 70. 70. 59. 60. 68. 69.
 68. 66. 72. 71. 64. 66. 73. 67. 62. 65. 58. 63. 63. 54. 62. 68. 69. 69.
 62. 71. 73. 63. 64. 75. 70. 64. 61. 66. 67. 68. 58. 58. 74. 75.][80. 69. 71. 75. 68. 70. 70. 66. 66. 75. 67. 63. 64. 66. 64. 69. 63. 67.
 73. 69. 73. 72. 80. 71. 68. 69. 67. 70. 68. 69. 67. 71. 71. 65. 71. 75.
 62. 62. 65. 71. 64. 67. 72. 70. 62. 66. 63. 62. 64. 65. 70. 71. 69. 68.
 68. 65. 64. 62. 67. 67. 77. 72. 63. 65. 69. 60. 67. 60. 70. 67.][68. 61. 69. 73. 75. 66. 68. 64. 69. 71. 73. 64. 63. 70. 66. 70. 68. 68.
 81. 75. 61. 77. 78. 69. 64. 61. 76. 70. 70. 69. 70. 67. 65. 66. 62. 69.
 65. 61. 58. 69. 66. 61. 62. 67. 69. 72. 68. 72. 72. 61. 67. 61. 68. 59.
 62. 61. 65. 65. 68. 63. 71. 72. 73. 76. 67. 64. 69. 62. 65. 65.][68. 68. 74. 72. 74. 66. 72. 71. 75. 73. 63. 76. 68. 69. 65. 71. 73. 69.
 74. 66. 66. 65. 71. 68. 58. 80. 72. 69. 62. 61. 71. 71. 64. 70. 63. 67.
 64. 68. 64. 72. 68. 74. 68. 72. 68. 68. 67. 61. 56. 67. 60. 60. 66. 64.
 73. 72. 71. 67. 73. 73. 85. 73. 72. 72. 71. 66. 74. 75. 72. 65.][65. 69. 77. 78. 71. 75. 73. 71. 70. 75. 64. 64. 67. 70. 67. 73. 72. 70.
 73. 75. 66. 63. 66. 70. 65. 67. 66. 70. 62. 67. 64. 65. 67. 61. 58. 71.
 63. 64. 69. 68. 72. 60. 63. 67. 71. 67. 64. 64. 63. 56. 69. 68. 70. 69.
 69. 62. 74. 81. 69. 77. 80. 78. 69. 67. 71. 75. 75. 62. 67. 67.][60. 65. 66. 69. 75. 74. 66. 68. 62. 65. 66. 71. 67. 73. 75. 71. 76. 73.
 77. 78. 73. 72. 72. 66. 61. 61. 66. 67. 72. 62. 63. 62. 70. 62. 63. 65.
 68. 63. 69. 62. 70. 64. 61. 64. 65. 60. 62. 70. 66. 62. 60. 70. 67. 60.
 72. 69. 63. 64. 73. 75. 75. 67. 77. 71. 72. 72. 67. 60. 68. 70.][64. 59. 66. 68. 78. 66. 69. 65. 73. 69. 64. 69. 73. 78. 72. 70. 66. 77.
 76. 86. 74. 67. 63. 70. 65. 67. 64. 70. 65. 65. 72. 64. 67. 70. 66. 67.
 69. 66. 67. 72. 72. 63. 60. 70. 68. 68. 66. 66. 74. 69. 69. 70. 70. 63.
 66. 64. 77. 74. 68. 72. 77. 68. 76. 68. 58. 60. 72. 72. 66. 69.][59. 62. 69. 68. 65. 62. 68. 58. 62. 63. 67. 65. 65. 65. 70. 70. 72. 74.
 67. 74. 68. 70. 73. 69. 60. 61. 70. 75. 65. 64. 60. 63. 72. 66. 72. 71.
 72. 69. 63. 72. 67. 65. 66. 69. 68. 61. 68. 71. 73. 66. 71. 66. 65. 65.
 72. 67. 70. 75. 76. 74. 73. 77. 66. 64. 64. 60. 72. 69. 70. 68.][59. 60. 67. 62. 68. 61. 68. 67. 60. 66. 65. 68. 73. 72. 74. 70. 79. 67.
 75. 77. 71. 69. 62. 67. 74. 68. 69. 66. 66. 63. 58. 63. 66. 63. 63. 70.
 73. 67. 67. 70. 77. 74. 60. 66. 69. 63. 71. 70. 57. 55. 68. 62. 59. 54.
 67. 68. 64. 66. 70. 71. 72. 61. 61. 70. 65. 64. 69. 72. 61. 64.][62. 62. 67. 67. 70. 70. 68. 71. 70. 62. 64. 69. 67. 71. 77. 69. 67. 72.
 72. 75. 70. 65. 59. 71. 60. 61. 61. 62. 55. 57. 65. 63. 68. 69. 63. 59.
 73. 72. 76. 67. 80. 73. 64. 63. 67. 70. 64. 74. 71. 61. 66. 62. 56. 56.
 68. 68. 72. 68. 75. 69. 66. 66. 64. 72. 68. 60. 63. 69. 61. 63.][66. 63. 65. 71. 72. 72. 75. 68. 71. 71. 78. 72. 79. 73. 65. 66. 77. 71.
 80. 64. 68. 70. 63. 64. 63. 59. 55. 65. 63. 54. 54. 64. 64. 66. 68. 68.
 61. 64. 72. 78. 68. 70. 68. 63. 65. 66. 65. 63. 68. 59. 63. 68. 68. 64.
 65. 77. 72. 78. 76. 66. 76. 69. 62. 68. 70. 59. 64. 65. 69. 65.][64. 66. 71. 63. 73. 67. 69. 63. 74. 70. 70. 69. 72. 73. 80. 79. 72. 72.
 65. 74. 78. 62. 57. 69. 65. 65. 62. 52. 57. 56. 64. 58. 68. 63. 59. 67.
 62. 61. 63. 69. 72. 67. 65. 67. 64. 65. 59. 64. 69. 71. 61. 56. 66. 64.
 63. 65. 70. 67. 68. 69. 75. 68. 72. 66. 66. 63. 64. 65. 64. 56.][71. 64. 70. 69. 73. 66. 70. 74. 64. 62. 72. 73. 67. 69. 72. 78. 70. 74.
 78. 62. 58. 60. 60. 60. 62. 61. 55. 63. 59. 50. 55. 62. 60. 68. 60. 62.
 60. 68. 71. 63. 69. 72. 63. 65. 68. 64. 63. 66. 61. 58. 58. 67. 71. 67.
 69. 70. 65. 72. 73. 69. 71. 70. 65. 65. 73. 55. 65. 61. 64. 60.][76. 74. 71. 67. 64. 70. 65. 69. 70. 71. 66. 65. 66. 75. 78. 69. 70. 74.
 65. 71. 69. 64. 61. 68. 57. 55. 56. 51. 50. 53. 56. 60. 66. 64. 55. 62.
 59. 53. 55. 65. 73. 72. 61. 65. 62. 64. 63. 64. 60. 63. 67. 68. 65. 62.
 69. 71. 73. 67. 72. 67. 72. 69. 65. 63. 80. 66. 69. 66. 70. 55.][65. 68. 62. 60. 69. 69. 67. 64. 69. 62. 68. 66. 70. 70. 76. 72. 74. 67.
 67. 72. 68. 63. 64. 62. 61. 56. 56. 53. 50. 59. 55. 58. 57. 58. 51. 57.
 54. 63. 66. 68. 60. 59. 58. 61. 66. 62. 57. 56. 66. 54. 64. 60. 68. 66.
 70. 69. 68. 64. 67. 68. 63. 60. 67. 56. 66. 63. 59. 61. 63. 57.][69. 71. 70. 70. 72. 70. 68. 67. 67. 73. 65. 70. 66. 72. 72. 77. 76. 71.
 73. 68. 59. 66. 61. 67. 67. 70. 55. 49. 52. 50. 53. 49. 60. 54. 59. 63.
 59. 54. 66. 71. 71. 73. 57. 58. 58. 62. 58. 60. 57. 61. 60. 59. 61. 64.
 64. 69. 65. 56. 63. 66. 58. 62. 69. 62. 60. 54. 60. 62. 61. 60.][78. 80. 73. 64. 79. 68. 71. 69. 81. 64. 59. 71. 69. 62. 62. 72. 70. 68.
 66. 72. 64. 59. 60. 71. 67. 51. 62. 50. 50. 56. 51. 60. 60. 59. 51. 59.
 54. 60. 68. 66. 65. 61. 65. 61. 57. 63. 67. 61. 64. 65. 67. 61. 63. 74.
 74. 72. 65. 68. 71. 71. 75. 62. 60. 68. 65. 67. 68. 63. 69. 62.][76. 77. 68. 67. 64. 64. 71. 73. 68. 67. 64. 66. 67. 68. 69. 68. 70. 61.
 72. 75. 60. 64. 64. 72. 64. 61. 66. 60. 60. 51. 62. 58. 62. 54. 56. 54.
 60. 61. 63. 61. 71. 66. 65. 62. 59. 60. 57. 55. 67. 56. 61. 54. 66. 63.
 67. 64. 68. 67. 67. 69. 67. 71. 65. 67. 70. 66. 61. 54. 68. 62.][76. 75. 74. 67. 73. 71. 67. 69. 75. 72. 74. 69. 61. 70. 79. 73. 67. 68.
 68. 64. 60. 59. 64. 62. 71. 67. 63. 54. 56. 60. 54. 56. 63. 72. 65. 60.
 53. 59. 69. 71. 77. 71. 62. 63. 63. 67. 60. 58. 59. 57. 63. 59. 61. 65.
 75. 73. 66. 64. 71. 62. 59. 66. 70. 70. 63. 59. 64. 63. 65. 59.][76. 76. 63. 77. 69. 69. 71. 80. 75. 68. 63. 61. 68. 71. 71. 65. 65. 70.
 67. 62. 54. 65. 65. 69. 68. 65. 71. 59. 55. 58. 61. 61. 57. 59. 61. 55.
 60. 56. 68. 69. 76. 65. 70. 55. 57. 57. 54. 58. 68. 63. 66. 56. 65. 68.
 68. 73. 64. 73. 71. 77. 65. 68. 68. 74. 65. 65. 67. 65. 65. 56.][77. 75. 71. 77. 76. 72. 70. 69. 70. 59. 57. 58. 68. 66. 68. 64. 65. 64.
 59. 59. 59. 65. 64. 60. 68. 64. 65. 58. 61. 54. 61. 68. 65. 65. 58. 63.
 62. 65. 65. 70. 69. 56. 57. 55. 56. 50. 59. 62. 67. 63. 65. 59. 63. 60.
 65. 64. 69. 66. 75. 71. 65. 72. 72. 72. 67. 67. 60. 69. 60. 61.][78. 78. 79. 67. 69. 70. 72. 69. 64. 64. 52. 65. 71. 70. 65. 64. 69. 63.
 61. 60. 64. 67. 59. 61. 61. 61. 58. 60. 60. 65. 60. 65. 68. 75. 65. 71.
 68. 67. 62. 71. 76. 68. 62. 53. 64. 63. 64. 63. 62. 63. 61. 55. 59. 64.
 70. 66. 67. 69. 65. 65. 77. 68. 69. 77. 67. 66. 66. 62. 62. 65.][72. 72. 67. 64. 60. 70. 57. 66. 57. 63. 66. 63. 58. 67. 66. 65. 58. 66.
 60. 63. 60. 67. 63. 67. 71. 68. 71. 56. 56. 62. 68. 70. 73. 74. 73. 72.
 68. 73. 62. 63. 65. 71. 68. 64. 67. 59. 64. 56. 64. 65. 70. 60. 69. 62.
 75. 78. 72. 73. 75. 70. 61. 71. 74. 61. 71. 69. 57. 65. 64. 71.][66. 66. 70. 60. 64. 64. 56. 68. 65. 64. 62. 61. 63. 56. 62. 68. 64. 66.
 58. 68. 58. 58. 62. 61. 63. 72. 68. 62. 68. 64. 68. 62. 70. 68. 73. 71.
 66. 70. 74. 77. 71. 74. 61. 64. 65. 59. 61. 60. 58. 61. 62. 54. 65. 59.
 67. 73. 67. 64. 70. 68. 65. 66. 71. 77. 66. 59. 65. 68. 67. 70.][73. 65. 66. 73. 66. 65. 68. 69. 71. 69. 51. 60. 59. 65. 62. 60. 60. 65.
 65. 56. 63. 67. 66. 63. 62. 59. 65. 72. 65. 71. 66. 69. 69. 71. 68. 71.
 69. 71. 67. 70. 70. 68. 62. 71. 68. 65. 59. 61. 57. 65. 56. 63. 63. 63.
 66. 67. 67. 64. 66. 70. 65. 63. 67. 68. 67. 60. 65. 63. 62. 67.][67. 70. 66. 63. 70. 64. 67. 68. 63. 62. 61. 57. 64. 66. 63. 55. 64. 71.
 65. 59. 64. 65. 74. 63. 71. 63. 67. 62. 63. 63. 71. 66. 63. 68. 72. 69.
 73. 71. 69. 73. 72. 71. 68. 68. 62. 67. 60. 67. 60. 69. 74. 69. 63. 66.
 71. 68. 70. 77. 76. 70. 68. 59. 72. 74. 81. 65. 68. 65. 72. 63.][64. 61. 65. 69. 68. 64. 62. 61. 60. 67. 60. 66. 65. 57. 64. 62. 51. 69.
 62. 62. 55. 63. 66. 62. 59. 64. 68. 68. 61. 62. 58. 65. 64. 60. 65. 70.
 79. 84. 71. 76. 71. 71. 68. 64. 70. 64. 69. 74. 68. 61. 62. 66. 58. 66.
 68. 68. 78. 69. 67. 61. 61. 64. 73. 73. 65. 63. 69. 60. 69. 77.][73. 70. 69. 61. 69. 67. 66. 57. 66. 66. 70. 75. 65. 62. 60. 61. 67. 66.
 63. 68. 67. 72. 63. 56. 68. 63. 66. 68. 69. 55. 65. 58. 66. 65. 76. 74.
 71. 70. 72. 73. 68. 75. 71. 81. 68. 70. 61. 64. 68. 70. 62. 70. 54. 58.
 67. 71. 66. 72. 56. 64. 65. 59. 60. 68. 63. 65. 71. 65. 76. 76.][68. 66. 72. 60. 73. 69. 69. 65. 76. 65. 60. 59. 62. 59. 59. 54. 65. 68.
 66. 60. 61. 67. 62. 68. 72. 54. 59. 64. 59. 66. 72. 63. 67. 68. 68. 72.
 75. 72. 68. 75. 74. 71. 69. 72. 70. 74. 71. 59. 61. 63. 60. 68. 69. 67.
 62. 68. 69. 62. 58. 63. 67. 60. 62. 68. 71. 71. 72. 65. 66. 81.][59. 57. 60. 70. 75. 63. 68. 59. 61. 62. 66. 55. 61. 63. 64. 60. 60. 65.
 72. 61. 66. 66. 62. 64. 64. 58. 57. 65. 58. 65. 69. 60. 66. 65. 69. 71.
 72. 73. 82. 75. 76. 79. 73. 75. 66. 72. 65. 64. 56. 68. 66. 67. 51. 69.
 58. 66. 62. 65. 65. 61. 60. 61. 63. 69. 75. 73. 84. 69. 72. 68.][68. 65. 71. 67. 65. 68. 65. 62. 65. 65. 64. 62. 64. 65. 58. 58. 69. 69.
 72. 65. 67. 73. 70. 64. 64. 59. 61. 67. 68. 63. 59. 60. 59. 58. 69. 68.
 78. 79. 75. 67. 76. 74. 74. 80. 66. 69. 72. 64. 61. 58. 71. 67. 62. 62.
 64. 67. 67. 67. 69. 62. 59. 59. 63. 76. 80. 75. 69. 72. 73. 72.][62. 67. 64. 61. 73. 67. 62. 65. 56. 54. 64. 65. 64. 61. 68. 68. 57. 60.
 67. 67. 59. 64. 73. 62. 69. 66. 59. 66. 64. 58. 62. 56. 61. 68. 69. 66.
 76. 75. 74. 69. 76. 76. 74. 71. 78. 71. 69. 69. 63. 64. 59. 65. 61. 67.
 63. 64. 60. 69. 64. 61. 65. 67. 59. 67. 71. 66. 67. 72. 67. 66.][70. 66. 66. 68. 72. 69. 66. 53. 55. 61. 64. 57. 62. 57. 62. 61. 64. 63.
 69. 65. 69. 67. 71. 56. 58. 60. 60. 57. 60. 60. 62. 58. 66. 62. 70. 66.
 67. 71. 72. 68. 71. 71. 69. 69. 69. 62. 71. 62. 69. 66. 67. 60. 73. 62.
 62. 70. 68. 63. 59. 60. 69. 64. 60. 69. 73. 68. 74. 64. 62. 75.][68. 71. 72. 73. 69. 66. 63. 57. 63. 69. 61. 59. 63. 56. 60. 60. 66. 70.
 78. 69. 57. 61. 68. 58. 58. 60. 55. 57. 57. 48. 51. 58. 52. 64. 66. 63.
 75. 67. 69. 57. 69. 67. 70. 68. 65. 65. 62. 56. 57. 65. 62. 70. 65. 62.
 60. 54. 53. 68. 61. 66. 70. 58. 58. 69. 74. 69. 72. 78. 70. 65.][64. 67. 70. 68. 69. 62. 68. 72. 58. 65. 65. 64. 61. 61. 69. 59. 60. 68.
 69. 62. 60. 57. 61. 55. 63. 60. 63. 58. 60. 57. 59. 57. 61. 60. 63. 60.
 70. 67. 70. 73. 72. 68. 73. 68. 75. 74. 72. 62. 64. 66. 65. 72. 68. 63.
 57. 60. 54. 58. 61. 59. 61. 58. 58. 63. 67. 67. 67. 70. 62. 75.][63. 69. 57. 74. 64. 64. 69. 62. 57. 63. 59. 62. 54. 69. 60. 58. 58. 63.
 66. 59. 56. 61. 62. 63. 55. 65. 53. 65. 69. 60. 63. 60. 62. 66. 68. 71.
 71. 73. 70. 67. 64. 68. 66. 71. 74. 60. 68. 71. 71. 66. 70. 74. 67. 60.
 61. 68. 60. 67. 60. 64. 59. 53. 61. 66. 67. 69. 70. 64. 69. 72.][68. 75. 70. 75. 75. 70. 65. 62. 59. 59. 60. 56. 64. 53. 62. 62. 59. 65.
 63. 59. 64. 60. 72. 61. 56. 57. 58. 55. 47. 61. 61. 67. 62. 66. 63. 66.
 63. 68. 72. 70. 66. 68. 72. 69. 72. 71. 73. 61. 69. 61. 60. 66. 70. 63.
 55. 59. 58. 59. 55. 58. 58. 60. 62. 56. 69. 69. 76. 74. 64. 74.][66. 75. 76. 65. 69. 63. 67. 56. 63. 62. 61. 56. 63. 66. 61. 63. 67. 67.
 63. 62. 57. 63. 63. 59. 58. 63. 61. 67. 59. 61. 66. 63. 64. 70. 64. 72.
 62. 73. 63. 68. 68. 73. 74. 74. 66. 65. 69. 65. 62. 68. 76. 70. 64. 63.
 60. 59. 63. 64. 59. 57. 57. 61. 58. 60. 70. 60. 77. 67. 67. 69.][62. 71. 74. 68. 69. 63. 63. 61. 60. 56. 68. 62. 57. 59. 57. 65. 69. 61.
 59. 59. 63. 60. 60. 61. 61. 61. 66. 68. 63. 67. 63. 63. 62. 65. 68. 63.
 67. 72. 70. 70. 71. 69. 73. 67. 63. 72. 72. 68. 68. 65. 73. 65. 63. 65.
 67. 60. 68. 65. 66. 62. 56. 54. 56. 71. 71. 66. 61. 64. 67. 75.][66. 70. 71. 72. 69. 64. 70. 61. 56. 54. 64. 67. 58. 70. 69. 65. 56. 65.
 59. 65. 61. 57. 62. 65. 67. 61. 64. 61. 59. 63. 57. 64. 59. 63. 63. 66.
